title,abstract,date_publication,keywords
Influence of mergers on LyC escape of high redshift galaxies,"Aims. We investigate the impact of galaxy mergers on the Lyman Continuum (LyC) radiation escape, fescsubscript𝑓escf_{\rm esc}italic_f start_POSTSUBSCRIPT roman_esc end_POSTSUBSCRIPT, from high-redshift galaxies.",12/5/2024,['Key Words.: galaxies: formation – galaxies: evolution – galaxies: high-redshift – reionization']
Investigating the Efficacy of Topologically Derived Time-Series for Flare Forecasting. I. Dataset Preparation,"Abstract:The accurate forecasting of solar flares is considered a key goal within the solar physics and space weather communities. There is significant potential for flare prediction to be improved by incorporating topological fluxes of magnetogram datasets, without the need to invoke three-dimensional magnetic field extrapolations. Topological quantities such as magnetic helicity and magnetic winding have shown significant potential towards this aim, and provide spatio-temporal information about the complexity of active region magnetic fields. This study develops time-series that are derived from the spatial fluxes of helicity and winding that show significant potential for solar flare prediction. It is demonstrated that time-series signals, which correlate with flare onset times, also exhibit clear spatial correlations with eruptive activity; establishing a potential causal relationship. A significant database of helicity and winding fluxes and associated time series across 144 active regions is generated using SHARP data processed with the ARTop code that forms the basis of the time-series and spatial investigations conducted here. We find that a number of time-series in this dataset often exhibit extremal signals that occur 1-8 hours before a flare. This, publicly available, living dataset will allow users to incorporate these data into their own flare prediction algorithms.",12/5/2024,"['solar', 'physics', 'magnetogram', 'flares', 'algorithms']"
The GAPS programme at TNG XLVI. A homogeneous search for Na I and its possible variability in ten gas giant exoplanets††thanks: Based on observations made with the Italian Telescopio Nazionale Galileo (TNG) operated on the island of La Palma by the Fundación Galileo Galilei (FGG) of the Istituto Nazionale di Astrofisica (INAF) at the Spanish Observatorio del Roque de los Muchachos of the Instituto de Astrofisica de Canarias.,"The neutral sodium resonance doublet (Na I D) has been detected in the upper atmosphere of several close-in gas giants, through high-resolution transmission spectroscopy.We aim to investigate whether its variability is linked to the planets’ properties, the data quality, or the accuracy of the system parameters used. Using the public code SLOPpy, we extracted the transmission spectrum in theNa I D region of ten gas giants for which a large number of HARPS-N observations are available.We modelled the absorption signals found, performing an MCMC analysis, and converted the measured absorption depth to the corresponding atmospheric height over which most sodium absorption occurs.While two targets (GJ 436 b and KELT-7 b) show no Na I D feature, we found variability in the transmission spectrum of the other targets. Three of them (HD 209458 b, WASP-80 b, and WASP-127 b) present absorption on only some nights, while in the other five targets (HD 189733 b, KELT-9 b, KELT-20 b, WASP-69 b, and WASP-76 b), a significant absorption signal is present on most of the nights analysed. Except for WASP-69 b, the measured absorption depths lead to a ratio of the two Na I D depths that is compatible withor slightly larger than one.As was expected from literature, the relative atmospheric height follows an empirical exponential trend as a function of a scaled product ofthe planet’s equilibrium temperature and surface gravity.We confirm the sodium detection on HD 189733 b, KELT-9 b, KELT-20 b, WASP-69 b, and WASP-76 b.The signal detected in WASP-127 b requires further observations for definitive confirmation. We exclude a planetary origin for the signals found on HD 209458 b and WASP-80 b.The sodium absorption variability does not appear to be related to planetary properties, but rather to data quality, sub-optimal data treatment, or stellar activity.",12/5/2024,"['Key Words.: planetary systems - planets and satellites: atmospheres - techniques: spectroscopic - planets and satellites: individual: GJ 436 b', ' HD 189733 b', ' HD 209458 b', ' KELT-7 b', ' KELT-9 b', ' KELT-20 b', ' WASP-69 b', ' WASP-76 b', ' WASP-80 b', ' WASP-127 b.']"
Time-Frequency Correlation of Repeating Fast Radio Bursts:Correlated Aftershocks Tend to Exhibit Downward Frequency Drifts,"The production mechanism of fast radio bursts (FRBs) remains elusive,and potential correlations between burst occurrence times and variousburst properties may offer important clues. Among them, the spectralpeak frequency is particularly important because it may encode directinformation about the physical conditions and environment at theemission site. Analyzing over 4,000 bursts from the three most activesources—FRB 20121102A, FRB 20201124A, and FRB 20220912A—we measure thetwo-point correlation functionξ⁢(Δ⁢t,Δ⁢νpeak)𝜉Δ𝑡Δsubscript𝜈peak\xi(\Delta t,\Delta\nu_{\rm peak})italic_ξ ( roman_Δ italic_t , roman_Δ italic_ν start_POSTSUBSCRIPT roman_peak end_POSTSUBSCRIPT ) in the two-dimensional space of timeseparationΔ⁢tΔ𝑡\Delta troman_Δ italic_t and peak frequency shift Δ⁢νpeakΔsubscript𝜈peak\Delta\nu_{\rm peak}roman_Δ italic_ν start_POSTSUBSCRIPT roman_peak end_POSTSUBSCRIPT between burst pairs. We find auniversal trend of asymmetry about Δ⁢νpeakΔsubscript𝜈peak\Delta\nu_{\rm peak}roman_Δ italic_ν start_POSTSUBSCRIPT roman_peak end_POSTSUBSCRIPT at high statistical significance;ξ⁢(Δ⁢νpeak)𝜉Δsubscript𝜈peak\xi(\Delta\nu_{\rm peak})italic_ξ ( roman_Δ italic_ν start_POSTSUBSCRIPT roman_peak end_POSTSUBSCRIPT ) decreases as Δ⁢νpeakΔsubscript𝜈peak\Delta\nu_{\rm peak}roman_Δ italic_ν start_POSTSUBSCRIPT roman_peak end_POSTSUBSCRIPT increases from negative to positive valuesin the region of short time separation (Δ⁢t<0.3Δ𝑡0.3\Delta t<0.3roman_Δ italic_t < 0.3 s), wherephysically correlated aftershock events produce a strong timecorrelation signal.This indicates that aftershocks tend to exhibit systematically lowerpeak frequencies than mainshocks, with this tendency becoming strongerat shorter Δ⁢tΔ𝑡\Delta troman_Δ italic_t.We argue that the “sad trombone effect”–the downward frequencydrift observedamong sub-pulses within a single event– is not confined within a singleevent but manifests as a statistical nature thatextends continuously to independent yet physically correlatedaftershocks with time separations up to Δ⁢t∼0.3similar-toΔ𝑡0.3\Delta t\sim 0.3roman_Δ italic_t ∼ 0.3 s. Thisdiscovery provides new insights into underlying physical processes ofrepeater FRBs.",12/5/2024,['Radio transient sources (2008) — Two-point correlation function (1951)']
Investigating Kozai-Lidov Oscillations and Disc Tearing in Be Star Discs,"Recent simulations of Be stars in misaligned binary systems have revealed that misalignment between the disc and binary orbit can cause the disc to undergo Kozai-Lidov (KL) oscillations or disc-tearing. We build on our previous suite of three-dimensional smoothed particle hydrodynamics simulations of equal-mass systems by simulating eight new misaligned Be star binary systems, with mass-ratios of 0.1 and 0.5, or equal-mass systems with varying viscosity. We find the same phenomena occur as previously for mass ratios of 0.5, while the mass ratio of 0.1 does not cause KL oscillations or disc-tearing for the parameters examined. With increased viscosity in our equal-mass simulations, we show that these phenomena and other oscillations are damped out and do not occur. We also briefly compare two viscosity prescriptions and find they can produce the same qualitative disc evolution. Next, we use the radiative transfer code hdust to predict observable trends of a KL oscillation, and show how the observables oscillate in sync with disc inclination and cause large changes in the polarization position angle. Our models generate highly complex line profiles, including triple-peak profiles that are known to occur in Be stars. The mapping between the SPH simulations and these triple-peak features gives us hints as to where they originate. Finally, we construct interferometric predictions of how a gap in the disc, produced by KL oscillations or disc-tearing, perturbs the visibility versus baseline curve at multiple wavelengths, and can cause large changes to the differential phase profile across an emission line.",12/5/2024,"['interferometric', 'stars', 'misalignment', 'oscillation', 'evolution']"
The radio properties of the JWST-discovered AGN,"The James Webb Space Telescope (JWST) has discovered a large population of Active Galactic Nuclei (AGN) in the early Universe. A large fraction of these AGN revealed a significant lack of X-ray emission, with observed X-ray luminosity upper limits 2-3 dex lower than expected.We explore the radio emission of these AGN, focusing on the JWST-selected Broad Line AGN (BLAGN, or type 1) in the GOODS-N field, one of the fields with the best combination of deep radio observations and statistics of JWST-selected, spectroscopically confirmed BLAGN. We use deep radio data at different frequencies (144 MHz, 1.5 GHz, 3 GHz, 5.5 GHz, 10 GHz), and we find that none of the 22 sources investigated is detected at any of the aforementioned frequencies.Similarly, the radio stacking analysis does not reveal any detection down to an rms of ∼0.2⁢μsimilar-toabsent0.2𝜇\sim 0.2\mu∼ 0.2 italic_μJy beam-1, corresponding to a 3⁢σ3𝜎3\sigma3 italic_σ upper limit at rest frame 5 GHz of L5⁢G⁢H⁢z=2×1039subscript𝐿5𝐺𝐻𝑧2superscript1039L_{5GHz}=2\times 10^{39}italic_L start_POSTSUBSCRIPT 5 italic_G italic_H italic_z end_POSTSUBSCRIPT = 2 × 10 start_POSTSUPERSCRIPT 39 end_POSTSUPERSCRIPT erg s-1 at the mean redshift of the sample z∼5.2similar-to𝑧5.2z\sim 5.2italic_z ∼ 5.2. We compared this and individual sources upper limits with expected radio luminosities estimated assuming different AGN scaling relations. For most of the sources the radio luminosity upper limits are still compatible with expectations for radio-quiet (RQ) AGN; nevertheless, the more stringent stacking upper limits and the fact that no detection is found would suggest that JWST-selected BLAGN are weaker than standard AGN even at radio frequencies.We discuss some scenarios that could explain the possible radio weakness, such as free-free absorption from a dense medium, or the lack of either magnetic field or a corona, possibly as a consequence of super-Eddington accretion. These scenarios would also explain the observed X-ray weakness. We also conclude that ∼similar-to\sim∼1 dex more sensitive radio observations are needed to better constrain the level of radio emission (or lack thereof) for the bulk of these sources. The Square Kilometer Array Observatory (SKAO) will likely play a crucial role in assessing the properties of this AGN population.",12/5/2024,"['Key Words.:  Galaxies: active', ' Galaxies: high-redshift', ' Radio continuum: galaxies']"
Ionospheric conductances at the giant planets of the Solar System:a comparative study of ionization sources and the impact of meteoric ions,"The dynamics of giant planet magnetospheres is controlled by a complex interplay between their fast rotation, their interaction with the solar wind, and their diverse internal plasma and momentum sources. In the ionosphere, the Hall and Pedersen conductances are two key parameters that regulate the intensity of currents coupling the magnetosphere and the ionosphere, and the rate of angular momentum transfer and power carried by these currents.We perform a comparative study of Hall and Pedersen conductivities and conductances in the four giant planets of our Solar System - Jupiter, Saturn, Uranus and Neptune.We use a generic ionospheric model (restraining the studied ions to H+3superscriptsubscriptabsent3{}_{3}^{+}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT start_POSTSUPERSCRIPT + end_POSTSUPERSCRIPT, CH+5superscriptsubscriptabsent5{}_{5}^{+}start_FLOATSUBSCRIPT 5 end_FLOATSUBSCRIPT start_POSTSUPERSCRIPT + end_POSTSUPERSCRIPT, and meteoric ions) to study the dependence of conductances on the structure and composition of these planets’ upper atmospheres and on the main ionization sources (photoionization, ionization by precipitating electrons, and meteoroid ablation).After checking that our model reproduces the conclusions of Nakamura \BOthers. (\APACyear2022) at Jupiter, i.e. the contribution of meteoric ions to the height-integrated conductances is non-negligible,we show that this contribution could also be non-negligible at Saturn, Uranus and Neptune, compared with ionization processes caused by precipitating electrons of energies lower than a few keV (typical energies on these planets). However, because of their weaker magnetic field, the conductive layer of these planets is higher than the layer where meteoric ions are mainly produced, limiting their role in magnetosphere-ionosphere coupling.",12/5/2024,"['magnetospheres', 'magnetosphere', 'jupiter', 'ionosphere', 'ionospheric']"
Near-infrared spectroscopy of the LMC recurrent nova LMCN 1968-12a,"We have obtained near-infrared (0.80–2.45μ𝜇\,\muitalic_μm)spectra of the recurrent novaLMCN 1968-12a on two occasions during its 2024August eruption. This is the first near-infrared spectroscopyof an extragalactic nova. The initial spectrum, on day 8.48,caught the nova in the coronal phase, with the[Si x] 1.43μ𝜇\,\muitalic_μm line being extremely strong.This line had a luminosity of ∼95similar-toabsent95\sim 95∼ 95 L⊙subscript𝐿direct-productL_{\odot}italic_L start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT, and is clearly avery powerful coolant. Its presence, together with the absence of[Si ix] 1.56μ𝜇\,\muitalic_μm, implies a coronal temperature∼>3×106superscriptsimilar-toabsent3superscript106\raisebox{-2.58334pt}{$\,\stackrel{{\scriptstyle\raisebox{-0.60275pt}{$%\textstyle>$}}}{{\sim}}\,$}3\times 10^{6}start_RELOP SUPERSCRIPTOP start_ARG ∼ end_ARG start_ARG > end_ARG end_RELOP 3 × 10 start_POSTSUPERSCRIPT 6 end_POSTSUPERSCRIPT K, possibly amongst the highest recordedcoronal temperature in a nova eruption.With the exception of the [Si x] line,the near-infrared spectra are remarkable for being devoid of metal lines.We suggest that this is due, in part, to the exceptionallyhigh temperature of the coronal gas, causing ions, whose emissionlines would normally appear in the near-infrared spectrum, to becollisionally ionised to higher stages.",12/5/2024,"['2024august', 'eruption', 'start_postsuperscript', 'start_postsubscript', '106superscriptsimilar']"
BEACON: JWST NIRCam Pure-parallel Imaging Survey. I. Survey Design and Initial Results,"Abstract:We introduce the Bias-free Extragalactic Analysis for Cosmic Origins with NIRCam (BEACON) survey, a JWST Cycle2 program allocated up to 600 pure-parallel hours of observations. BEACON explores high-latitude areas of the sky with JWST/NIRCam over $\sim100$ independent sightlines, totaling $\sim0.3$deg$^2$, reaching a median F444W depth of $\approx28.2$AB mag (5$\sigma$). Based on existing JWST observations in legacy fields, we estimate that BEACON will photometrically identify 25--150 galaxies at $z>10$ and 500--1000 at $z\sim7$--10 uniquely enabled by an efficient multiple filter configuration spanning $0.9$--5.0$\mu$m. The expected sample size of $z>10$ galaxies will allow us to obtain robust number density estimates and to discriminate between different models of early star formation. In this paper, we present an overview of the survey design and initial results using the first 19 fields. We present 129 galaxy candidates at $z>7$ identified in those fields, including 11 galaxies at $z>10$ and several UV-luminous ($M_{\rm UV}<-21$mag) galaxies at $z\sim8$. The number densities of $z<13$ galaxies inferred from the initial fields are overall consistent with those in the literature. Despite reaching a considerably large volume ($\sim10^5$Mpc$^3$), however, we find no galaxy candidates at $z>13$, providing us with a complimentary insight into early galaxy evolution with minimal cosmic variance. We publish imaging and catalog data products for these initial fields. Upon survey completion, all BEACON data will be coherently processed and distributed to the community along with catalogs for redshift and other physical quantities.",12/5/2024,"['cosmic', 'f444w', 'hours', 'galaxies', 'extragalactic']"
Deep imaging of three accelerating stars using SHARK-NIR and LMIRCam at LBT,"The combination of detection techniques enhances our ability to identify companions orbiting nearby stars. We employed high-contrast imaging to constrain mass and separation of possible companions responsible for the significant proper motion anomalies of the nearby stars HIP 11696, HIP 47110 and HIP 36277. These targets were observed using the LBT’s high-contrast camera, SHARK-NIR, in H-band using a Gaussian coronagraph, and with the LMIRCam instrument in the L’-band and using a vAPP coronagraph. Both observations were conducted simultaneously. Additionally, constraints at short separations from the host star are derived analyzing the renormalized unit weight error (RUWE) values from the Gaia catalogue. We find that the companion responsible for the anomaly signal of HIP 11696 is likely positioned at a distance from 2.5 to 28 astronomical units from its host. Its mass is estimated to be between 4 and 16 Jupiter masses, with the greater mass possible only at the upper end of the separation range. Similar limits were obtained for HIP 47110 where the companion should residebetween 3 and  30 au with a mass between 3 and 10 MJup. For HIP 36277, we identified a faint stellar companion at large separation, though it might be substellar depending on the assumed age for the star. Considering the older age, this object accounts for the absolute value of the PMa vector but not for its direction. Additionally, we found a substellar candidate companion at a closer separation that could explain the PMa signal, considering a younger age for the system.",12/5/2024,"['stars', 'astronomical', 'star', 'stellar', 'imaging']"
"A 𝚲𝚲\Lambdabold_ΛCDM Extension Explaining the Hubble Tension and the Spatial Curvature 𝛀𝒌,𝟎=−0.012±0.010subscript𝛀𝒌0plus-or-minus0.0120.010\Omega_{k,0}=-0.012\pm 0.010bold_Ω start_POSTSUBSCRIPT bold_italic_k bold_, bold_0 end_POSTSUBSCRIPT bold_= bold_- bold_0.012 bold_± bold_0.010 Measured by the Final PR4 of the Planck Mission","The measurements of the CMB have determined the cosmological parameters with high accuracy, and the observation of the flatness of space have contributed to the status of the concordance ΛΛ\Lambdaroman_ΛCDM model. However, the cosmological constant ΛΛ\Lambdaroman_Λ, necessary to close the model to critical density, remains an open conundrum. We explore the observed late-time accelerated expansion of the Universe, where we consider that the Friedmann equation describes the expansion history of FLRW universes in the local reference frame of freely falling comoving observers, which perceive flat, homogeneous and isotropic space in their local inertial system, where, as a consequence of the equivalence principle, special relativity applies. We use this fact to propose an extension to ΛΛ\Lambdaroman_ΛCDM, incorporating the initial conditions of the background universe, comprising the initial energy densities as well as the initial post big bang expansion rate. The observed late-time accelerated expansion is then attributed to a kinematic effect akin to a dark energy component. Choosing the same Ωm,0≃0.3similar-to-or-equalssubscriptΩ𝑚00.3\Omega_{m,0}\simeq 0.3roman_Ω start_POSTSUBSCRIPT italic_m , 0 end_POSTSUBSCRIPT ≃ 0.3 as ΛΛ\Lambdaroman_ΛCDM, its equation of state wd⁢e≃−0.8similar-to-or-equalssubscript𝑤𝑑𝑒0.8w_{de}\simeq-0.8italic_w start_POSTSUBSCRIPT italic_d italic_e end_POSTSUBSCRIPT ≃ - 0.8. Furthermore, we include the impact on the expansion history caused by the cosmic web of the late Universe, once voids dominate its volume, and find that the initially constant wd⁢esubscript𝑤𝑑𝑒w_{de}italic_w start_POSTSUBSCRIPT italic_d italic_e end_POSTSUBSCRIPT becomes time-dependent, evolving to a value of wd⁢e≃−0.9similar-to-or-equalssubscript𝑤𝑑𝑒0.9w_{de}\simeq-0.9italic_w start_POSTSUBSCRIPT italic_d italic_e end_POSTSUBSCRIPT ≃ - 0.9 at the present. While this impact by voids is minor, it is sufficient to provide a solution to the Hubble tension problem. We use CLASS to calculate the expansion history and power spectra of our extension and compare our results to concordance ΛΛ\Lambdaroman_ΛCDM and to observations. We find that our model agrees well with current data, in particular with the final data release PR4 of the Planck mission, where it explains the reported spatial curvature of Ωk,0=−0.012±0.010subscriptΩ𝑘0plus-or-minus0.0120.010\Omega_{k,0}=-0.012\pm 0.010roman_Ω start_POSTSUBSCRIPT italic_k , 0 end_POSTSUBSCRIPT = - 0.012 ± 0.010.",12/5/2024,"['lambdaroman_λcdm', 'cosmic', 'relativity', 'cosmological', 'lambdaroman_λ']"
Insights on the Rotational State and Shape of Asteroid (203) Pompeja from TESS Photometry,"The Main Belt asteroid (203) Pompeja shows evidence of extreme variability in visible and near-infrared spectral slope with time. The observed spectral variability has been hypothesized to be attributed to spatial variations across Pompeja’s surface. In this scenario, the observed spectrum of Pompeja is dependent on the geometry of the Sun and the observer relative to the asteroid’s spin pole and surface features. Knowledge of the rotational spin pole and shape can be gleaned from light curves and photometric measurements. However, dense light curves of Pompeja are only available from two apparitions. Further, previous estimates of Pompeja’s sidereal period are close to being Earth-commensurate, making ground-based light curves difficult to obtain. To overcome these difficulties, we implement a pipeline to extract a dense light curve of Pompeja from cutouts of TESS Full Frame Images. We succeeded in obtaining a dense light curve of Pompeja covering ∼similar-to\sim∼22 complete rotations. We measure a synodic period of Ps⁢y⁢n=24.092±0.005subscript𝑃𝑠𝑦𝑛plus-or-minus24.0920.005P_{syn}=24.092\pm 0.005italic_P start_POSTSUBSCRIPT italic_s italic_y italic_n end_POSTSUBSCRIPT = 24.092 ± 0.005 hours and amplitude of 0.073 ±plus-or-minus\pm± 0.002 magnitudes during Pompeja’s 2021 apparition in the TESS field of view. We use this light curve to refine models of Pompeja’s shape and spin pole orientation, yielding two spin pole solutions with sidereal periods and spin pole ecliptic coordinates of Psid,1=24.0485±0.0001subscript𝑃sid1plus-or-minus24.04850.0001P_{\mathrm{sid},1}=24.0485\pm 0.0001italic_P start_POSTSUBSCRIPT roman_sid , 1 end_POSTSUBSCRIPT = 24.0485 ± 0.0001 hours, λ1=132subscript𝜆1132\lambda_{1}=132italic_λ start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT = 132°, β1=+41subscript𝛽141\beta_{1}=+41italic_β start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT = + 41° and Psid,2=24.0484±0.0001subscript𝑃sid2plus-or-minus24.04840.0001P_{\mathrm{sid},2}=24.0484\pm 0.0001italic_P start_POSTSUBSCRIPT roman_sid , 2 end_POSTSUBSCRIPT = 24.0484 ± 0.0001 hours, λ2=307subscript𝜆2307\lambda_{2}=307italic_λ start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT = 307°, β2=+34subscript𝛽234\beta_{2}=+34italic_β start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT = + 34°. Finally, we discuss the implications of the derived shape and spin models for spectral variability on Pompeja.",12/5/2024,['Main Belt Asteroids (2036) — Asteroid rotation (2211) — Light curves (918)']
The cosmic globular cluster formation history in the E-MOSAICS simulations,"We present a comprehensive analysis of globular cluster (GC) formation and evolution across the 343superscript34334^{3}34 start_POSTSUPERSCRIPT 3 end_POSTSUPERSCRIPT Mpc3 volume of the E-MOSAICS galaxy formation simulations. Defining GCs as surviving, high-mass (>105⁢M⊙absentsuperscript105subscriptMdirect-product>10^{5}~{}\,\mathrm{M_{\odot}}> 10 start_POSTSUPERSCRIPT 5 end_POSTSUPERSCRIPT roman_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT) clusters, we analyse their formation histories as a function of their metallicity and host galaxy mass, also distinguishing between central and satellite galaxies. The redshift of peak GC formation rate increases weakly with galaxy mass, decreases with metallicity, and does not differ between centrals and satellites. The epoch of peak GC formation precedes that of the stars by a factor of 1.1−1.61.11.61.1{-}1.61.1 - 1.6, primarily due to ‘downsizing’, i.e. low-mass galaxies form their stars later. Consequently, this offset decreases with galaxy mass, leading to nearly coeval stellar and GC populations in massive galaxies (>1011⁢M⊙absentsuperscript1011subscriptMdirect-product>10^{11}\,\mathrm{M_{\odot}}> 10 start_POSTSUPERSCRIPT 11 end_POSTSUPERSCRIPT roman_M start_POSTSUBSCRIPT ⊙ end_POSTSUBSCRIPT). GCs themselves do not exhibit strong downsizing, because they predominantly formed at early cosmic epochs conducive to the formation (through high gas pressures) and survival (through high galaxy merger and GC migration rates) of massive, compact stellar systems. The total GC formation rate in the volume peaks at z≈2.5𝑧2.5z\approx 2.5italic_z ≈ 2.5, shortly before star formation peaks at z≈2𝑧2z\approx 2italic_z ≈ 2, but well after the general cluster formation rate at z≈4𝑧4z\approx 4italic_z ≈ 4, reflecting a survivor bias where surviving GCs formed more recently. We find that GC formation commenced early, at z>10𝑧10z>10italic_z > 10, such that the results of this work may provide a framework for interpreting direct observations of proto-GC formation with the JWST, especially as these observations accumulate to enable statistical studies.",12/5/2024,"['343superscript34334', '10italic_z', '4italic_z', 'absentsuperscript1011subscriptmdirect', 'absentsuperscript105subscriptmdirect']"
